track_title,valence,tempo,danceability,energy,speechiness
"Red Dirt Road",0.479,136.12,0.555,0.868,0.0403
"Dirt On My Boots",0.525,90.008,0.685,0.783,0.0276
"Doo Wop (That Thing)",0.635,99.922,0.795,0.56,0.0659
Ex-Factor,0.668,80.02,0.593,0.619,0.0976
"Untitled (How Does It Feel)",0.221,112.618,0.838,0.304,0.0628
"Me and Mrs. Jones",0.447,67.322,0.303,0.555,0.0482
"Try A Little Tenderness",0.068,102.938,0.587,0.133,0.0565
"Can I",0.106,200.173,0.363,0.536,0.0632
Compass,0.219,161.916,0.4,0.371,0.0322
"'Cause I'm A Man",0.626,144.674,0.537,0.695,0.0371
Clean,0.191,131.057,0.584,0.522,0.0359
Still,0.0527,130.057,0.484,0.329,0.0341
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",0.178,129.434,0.418,0.794,0.0816
"Bad Religion",0.13,81.977,0.276,0.358,0.0443
Maps,0.425,120.001,0.808,0.439,0.128
"Neon Lights",0.524,135.735,0.646,0.855,0.278
IDGAF,0.305,139.863,0.728,0.55,0.379
"Back Home",0.625,70.938,0.456,0.657,0.271
Respect,0.738,147.369,0.762,0.802,0.378
"Do You",0.289,131.969,0.704,0.873,0.315
Hurricane,0.411,95.026,0.754,0.825,0.0702
"Black Magic",0.826,111.987,0.777,0.895,0.0618
"LA Devotee",0.698,175.998,0.49,0.848,0.0645
Domino,0.783,126.986,0.758,0.554,0.0341
"C'Mon",0.286,126.025,0.558,0.781,0.0963
"Miss Movin' On",0.437,75.029,0.464,0.845,0.0508
"Who Says",0.744,101.019,0.682,0.927,0.0479
"My First Kiss - feat. Ke$ha",0.827,138.021,0.682,0.889,0.0804
"Love Like Woe",0.822,90.015,0.697,0.775,0.0636
"Dangerous Woman",0.297,134.052,0.677,0.604,0.0385
Colors,0.568,100.04,0.518,0.811,0.0589
"Magic (feat. Rivers Cuomo)",0.787,82.439,0.549,0.932,0.343
"I Know What You Did Last Summer",0.745,113.965,0.695,0.761,0.0864
"Airplanes (feat. Hayley Williams of Paramore) - Explicit Album Version",0.377,93.033,0.66,0.867,0.116
"We Are",0.268,130.104,0.531,0.881,0.0402
Boyfriend,0.677,164.146,0.614,0.857,0.111
"Sad Song (feat. Elena Coates)",0.249,85.024,0.512,0.526,0.0251
"Back At One",0.256,129.752,0.661,0.346,0.03
"Love Somebody",0.395,120.016,0.675,0.792,0.0368
"Runaway Baby",0.871,163.834,0.656,0.767,0.0396
"Count On Me",0.509,89.044,0.577,0.397,0.028
"Make Me Proud",0.355,131.913,0.684,0.486,0.132
"Tell Me Something I Don't Know",0.688,144.981,0.601,0.939,0.113
"True Love",0.0858,166.033,0.263,0.737,0.0366
"He Could Be the One",0.643,125.988,0.602,0.894,0.032
"Ridin' Solo",0.578,89.338,0.442,0.83,0.146
"Take Me Home, Country Roads",0.546,164.267,0.255,0.43,0.0322
Firework,0.648,124.071,0.638,0.832,0.049
"Last Friday Night (T.G.I.F.)",0.72,126.023,0.652,0.812,0.0409
"California Gurls - feat. Snoop Dogg",0.403,125.005,0.788,0.753,0.0536
"Dark Horse",0.35,131.899,0.645,0.589,0.0523
"Part Of Me",0.769,130.028,0.678,0.918,0.0355
Roar,0.404,179.771,0.56,0.756,0.0415
"You Don't Own Me",0.261,186.249,0.332,0.635,0.0898
"How Far I'll Go - From ""Moana""",0.159,179.666,0.314,0.555,0.37
"Hall of Fame",0.63,84.803,0.421,0.873,0.0565
"Pump It",0.744,153.649,0.648,0.931,0.181
"Boom Boom Pow",0.402,130.048,0.867,0.857,0.0663
"Imma Be",0.424,145.618,0.619,0.539,0.387
"Thrift Shop (feat. Wanz)",0.662,94.992,0.781,0.526,0.293
"Baba O'Riley",0.15,117.292,0.489,0.724,0.0352
Sabotage,0.543,168.131,0.324,0.938,0.102
"Can I Kick It?",0.744,96.662,0.848,0.666,0.274
"Pumped Up Kicks",0.965,127.975,0.733,0.71,0.0292
"Cough Syrup",0.225,128.978,0.534,0.721,0.0417
B.O.B.,0.652,153.897,0.746,0.978,0.0978
"Blurred Lines",0.838,119.991,0.866,0.606,0.04
"Started From the Bottom",0.567,86.318,0.794,0.522,0.159
"Get Lucky",0.863,116.049,0.81,0.793,0.0403
"Bound 2",0.288,152.096,0.359,0.662,0.0466
Jolene,0.809,110.578,0.674,0.537,0.0363
Shoop,0.81,96.916,0.939,0.68,0.219
"Girls Just Want to Have Fun",0.725,120.372,0.71,0.799,0.0328
"The Hills - Remix",0.186,110.463,0.409,0.602,0.108
"Kiss It Better",0.877,95.0,0.619,0.806,0.0483
"Needed Me",0.296,110.898,0.671,0.314,0.244
"Summer Breeze",0.35,88.609,0.501,0.474,0.0386
"Cruise - Remix",0.623,149.042,0.525,0.915,0.0789
"Ready Set Roll",0.721,155.997,0.513,0.781,0.066
Survival,0.416,176.129,0.449,0.892,0.225
"My Songs Know What You Did In The Dark (Light Em Up)",0.567,151.99,0.558,0.924,0.064
"Sneakin’",0.272,85.023,0.804,0.56,0.185
Gospel,0.225,156.004,0.681,0.659,0.268
"Numb / Encore",0.751,107.045,0.687,0.793,0.166
Berzerk,0.678,95.213,0.715,0.874,0.344
"Pop Style",0.0514,132.998,0.718,0.458,0.117
"I Got the Keys",0.176,140.171,0.686,0.623,0.13
"Back To Back",0.373,174.008,0.635,0.472,0.511
"All The Way Up (Remix)",0.423,117.489,0.564,0.717,0.397
"Work REMIX",0.284,130.009,0.841,0.733,0.142
"King Kunta",0.489,107.059,0.884,0.657,0.0977
"The Game & Skrillex: El Chapo",0.591,126.994,0.754,0.909,0.23
"0 To 100 / The Catch Up",0.501,89.094,0.707,0.709,0.34
KMT,0.0883,119.983,0.872,0.623,0.0446
"Collard Greens",0.65,153.954,0.825,0.575,0.0633
"Roll In Peace (feat. XXXTENTACION)",0.363,140.053,0.747,0.524,0.245
"Hooked on a Feeling",0.933,118.208,0.547,0.82,0.0805
"Go All The Way",0.555,134.287,0.305,0.849,0.0999
"Fooled Around And Fell In Love",0.617,113.32,0.637,0.619,0.0321
"Escape (The Pina Colada Song)",0.944,138.791,0.834,0.496,0.0597
"O-o-h Child - Remastered",0.551,87.274,0.511,0.56,0.0411
"Fox On The Run",0.828,128.067,0.511,0.644,0.0352
"The Chain - Remastered",0.637,151.796,0.522,0.755,0.0524
"Southern Nights",0.85,95.301,0.697,0.813,0.0315
"My Sweet Lord",0.542,120.965,0.537,0.685,0.0333
Surrender,0.869,133.849,0.524,0.955,0.0411
"Moonage Daydream - 2012 Remastered Version",0.752,144.477,0.561,0.601,0.0348
"Don't Bring Me Down",0.805,115.692,0.638,0.867,0.0331
"Band On The Run - Remastered 2010",0.669,124.966,0.479,0.601,0.0318
"Love Train",0.687,122.657,0.744,0.568,0.0494
"Build Me Up Buttercup",0.852,133.607,0.66,0.512,0.0294
"I Can't Help Myself (Sugar Pie, Honey Bunch) - Album Version (Stereo)",0.972,127.04,0.704,0.573,0.0298
"Make Me Like You",0.8,118.041,0.741,0.722,0.0471
"I Won't Say (I'm in Love)",0.441,121.075,0.686,0.467,0.042
Magnets,0.688,92.041,0.703,0.638,0.159
"The Night Is Still Young",0.693,128.016,0.656,0.692,0.0563
"Moment 4 Life",0.371,97.946,0.651,0.888,0.295
Starstruck,0.797,174.023,0.554,0.8,0.0758
"Better Dig Two",0.646,155.844,0.64,0.669,0.0519
"Fastest Girl in Town",0.563,145.057,0.541,0.911,0.0631
"Want U Back",0.573,97.954,0.696,0.893,0.076
"I Got The Boy",0.361,149.987,0.625,0.569,0.0271
"I Kissed a Girl",0.696,129.996,0.699,0.76,0.0677
"This Love",0.755,95.034,0.714,0.859,0.0372
Survivor,0.655,161.188,0.524,0.904,0.398
HandClap,0.715,139.956,0.636,0.836,0.0427
"Bored To Death",0.638,159.948,0.502,0.966,0.0946
"Long Way Home",0.791,181.987,0.455,0.88,0.0587
18,0.343,160.142,0.453,0.962,0.215
"Don't Stop",0.887,149.967,0.566,0.957,0.062
"Fly Away",0.513,92.531,0.432,0.887,0.0533
Airplanes,0.363,183.998,0.399,0.88,0.0425
Castaway,0.759,159.998,0.537,0.902,0.0511
Lovebug,0.516,158.136,0.6,0.499,0.0624
"One Way Or Another - 2001 - Remaster",0.904,162.487,0.45,0.914,0.0607
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",0.497,162.958,0.632,0.701,0.146
"Come Fly With Me - 1998 Digital Remaster",0.493,67.008,0.574,0.338,0.042
"My Way",0.216,150.661,0.279,0.454,0.0316
"Fly Me To The Moon",0.378,119.358,0.657,0.26,0.0521
"The Way You Look Tonight",0.529,132.953,0.589,0.369,0.0321
"Careless Whisper",0.8,153.25,0.583,0.545,0.0351
"Seven Nation Army",0.297,123.913,0.753,0.457,0.0767
"Take On Me",0.876,84.412,0.573,0.902,0.054
"Smooth Criminal - 2012 Remaster",0.595,118.193,0.853,0.981,0.0751
"The Way You Make Me Feel - 2012 Remaster",0.54,114.472,0.877,0.854,0.147
"Beat It - Single Version",0.915,138.858,0.779,0.867,0.0457
"Never Gonna Give You Up",0.914,113.309,0.721,0.939,0.0376
Ghostbusters,0.789,115.384,0.779,0.717,0.0335
"We Are The Champions - Remastered 2011",0.175,64.177,0.268,0.459,0.0346
"The Final Countdown",0.335,117.808,0.538,0.799,0.0419
"Clint Eastwood",0.524,167.964,0.663,0.694,0.172
"Stayin' Alive",0.945,103.564,0.703,0.826,0.0341
Y.M.C.A.,0.763,126.445,0.755,0.785,0.0622
"Fuck You",0.738,127.43,0.69,0.834,0.0566
"Forget You",0.772,127.39,0.696,0.875,0.0649
"I Write Sins Not Tragedies",0.635,170.06,0.567,0.795,0.134
"The Ballad Of Mona Lisa",0.0794,124.113,0.436,0.893,0.0556
"Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off",0.475,125.966,0.66,0.799,0.0995
"Death Of A Bachelor",0.405,139.256,0.462,0.538,0.059
"She Will Be Loved - Radio Mix",0.51,102.002,0.641,0.667,0.0254
"Sunday Morning",0.801,88.051,0.605,0.782,0.0543
"Johnny B. Goode",0.969,168.195,0.516,0.798,0.083
"Mambo No. 5 (A Little Bit of...)",0.902,174.19,0.607,0.817,0.401
"Highway to Hell",0.422,115.715,0.573,0.913,0.132
"Back In Black",0.763,188.386,0.31,0.7,0.047
"Bohemian Rhapsody",0.228,72.945,0.386,0.562,0.03
"Shooting Stars",0.451,124.962,0.634,0.711,0.0457
"La Vie En Rose",0.597,79.852,0.648,0.16,0.254
Believer,0.708,124.982,0.779,0.787,0.108
"Young Dumb & Broke",0.394,136.949,0.798,0.539,0.0421
"Trndsttr (feat. M. Maggie) - Lucian Remix",0.471,129.827,0.794,0.476,0.0558
"Sandstorm - Radio Edit",0.586,136.089,0.528,0.965,0.0464
"Cotton Eye Joe",0.614,131.994,0.738,0.937,0.0668
"The Fresh Prince of Bel-Air - Theme from NBC's The Fresh Prince of Bel-Air",0.863,101.171,0.83,0.682,0.0935
"Let's Get It On",0.607,167.141,0.543,0.62,0.0648
"Bring Me To Life",0.32,189.931,0.316,0.945,0.124
"What Is Love",0.726,123.864,0.69,0.801,0.0327
Runaway,0.302,127.979,0.641,0.825,0.0448
"Follow You",0.473,111.999,0.611,0.9,0.0333
"Hold On, We're Going Home",0.364,94.987,0.709,0.568,0.0607
"Hold You Down",0.437,151.875,0.525,0.681,0.0683
Warrior,0.559,151.785,0.532,0.853,0.106
"Scared to Be Lonely",0.195,137.972,0.584,0.54,0.0576
Paradise,0.195,109.996,0.587,0.521,0.0384
Escape,0.707,79.979,0.562,0.688,0.0794
"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)",0.674,108.005,0.803,0.743,0.0681
Blessings,0.439,140.304,0.753,0.609,0.117
Golden,0.31,88.975,0.538,0.503,0.0821
Testify,0.421,167.91,0.412,0.862,0.2
"So Good",0.783,82.055,0.726,0.576,0.146
Play,0.444,97.962,0.687,0.644,0.0463
Skin,0.352,170.654,0.565,0.745,0.31
Quicksand,0.338,160.03,0.578,0.63,0.0375
"Get You Good",0.329,86.185,0.69,0.502,0.0638
Sometimes,0.199,153.374,0.521,0.33,0.0853
Often,0.377,124.155,0.599,0.27,0.0905
"I Know",0.277,119.997,0.744,0.332,0.0745
"Jump Out The Window",0.554,136.972,0.745,0.714,0.0768
"Let Em' Know",0.176,110.557,0.49,0.405,0.221
"Been That Way",0.801,183.276,0.528,0.759,0.284
Overtime,0.594,106.049,0.657,0.497,0.112
"Right My Wrongs",0.27,132.639,0.538,0.449,0.0463
"Run Me Dry",0.596,193.881,0.646,0.756,0.487
Rain,0.271,148.092,0.815,0.594,0.289
Hollywood,0.393,169.648,0.473,0.436,0.362
"Drunk Texting",0.375,61.314,0.403,0.487,0.0941
"For Free",0.498,103.521,0.916,0.571,0.2
Passionfruit,0.364,111.98,0.809,0.463,0.0396
"Get It Together",0.844,123.009,0.78,0.729,0.0493
"Teenage Fever",0.175,97.043,0.768,0.282,0.0863
"Since Way Back",0.258,76.683,0.429,0.275,0.161
"From Time",0.448,94.378,0.738,0.491,0.413
"Too Much",0.148,140.269,0.637,0.569,0.55
"Cameras / Good Ones Go Interlude - Medley",0.158,139.92,0.441,0.403,0.147
"The Real Her",0.509,65.041,0.567,0.309,0.385
"The Ride",0.793,155.948,0.556,0.702,0.205
"Feel No Ways",0.209,193.783,0.589,0.673,0.167
Faithful,0.19,100.136,0.533,0.445,0.111
"Still Here",0.241,133.937,0.836,0.439,0.148
"Childs Play",0.289,80.03,0.739,0.472,0.156
"Too Good",0.392,117.983,0.804,0.648,0.117
Pyramids,0.196,131.952,0.405,0.647,0.0482
Novacane,0.383,93.505,0.764,0.509,0.104
Lockjaw,0.26,169.912,0.615,0.648,0.22
"Remember You",0.207,140.079,0.654,0.565,0.196
"Let's Get Lost",0.186,117.96,0.671,0.672,0.12
"In the Morning",0.479,83.078,0.44,0.671,0.477
"She's Mine Pt. 1",0.0429,139.574,0.435,0.202,0.0702
"Wet Dreamz",0.584,175.483,0.504,0.705,0.364
"Love Yourz",0.399,75.555,0.502,0.623,0.441
"Right Here",0.681,92.033,0.646,0.604,0.0443
Comfortable,0.608,109.956,0.775,0.417,0.0974
"Ultralight Beam",0.36,107.425,0.596,0.393,0.383
"LOYALTY. FEAT. RIHANNA.",0.419,110.684,0.658,0.535,0.0573
"LOVE. FEAT. ZACARI.",0.779,126.058,0.8,0.585,0.0924
Location,0.326,80.126,0.736,0.449,0.425
"Never Been",0.64,101.079,0.664,0.795,0.0448
"21 Questions",0.919,79.823,0.547,0.807,0.36
"No Scrubs",0.469,156.028,0.691,0.388,0.126
Here,0.566,57.003,0.787,0.257,0.352
"Tell Your Friends",0.308,74.634,0.584,0.455,0.0488
"No Limit",0.282,127.047,0.717,0.523,0.0611
Emergency,0.189,85.97,0.71,0.725,0.276
"Losin Control",0.209,96.992,0.759,0.245,0.138
"Ride Slow",0.147,99.955,0.737,0.429,0.0785
"Me You",0.233,95.019,0.702,0.762,0.0328
"Psycho, Pt. 2",0.424,82.944,0.766,0.548,0.235
"Ain't Nobody Takin My Baby",0.329,76.976,0.696,0.57,0.557
"Yours Truly, Austin Post",0.421,125.976,0.649,0.618,0.0672
Options,0.0669,121.538,0.695,0.65,0.0448
"Wus Good / Curious",0.453,82.878,0.344,0.537,0.079
"Come and See Me (feat. Drake)",0.0589,84.987,0.717,0.347,0.0636
"Gang Related",0.771,131.95,0.597,0.856,0.0431
"I Fall Apart",0.291,143.95,0.556,0.538,0.0382
Leave,0.619,90.086,0.535,0.55,0.0229
"Time For That",0.304,110.007,0.823,0.617,0.248
"Down For Me",0.346,95.848,0.545,0.601,0.298
"Too Young",0.225,123.05,0.602,0.635,0.052
"Another Sad Love Song",0.517,107.014,0.834,0.472,0.0873
"Some Way",0.35,154.966,0.748,0.723,0.347
"Farther Along",0.157,92.999,0.557,0.533,0.03
"Murder in the City",0.232,106.026,0.632,0.254,0.0338
"Rivers And Roads",0.162,136.508,0.476,0.207,0.0342
"Time After Time",0.646,125.298,0.628,0.248,0.032
"Big Black Car",0.404,110.029,0.572,0.183,0.0323
"Pride and Joy",0.209,168.739,0.309,0.358,0.029
"I Wish",0.127,148.923,0.28,0.376,0.0312
Medicine,0.22,92.975,0.243,0.313,0.0285
Candles,0.15,156.234,0.407,0.458,0.0432
"Mouthful of Diamonds",0.219,99.983,0.613,0.815,0.0295
"When I'm Small",0.424,91.998,0.646,0.758,0.0314
Girlfriend,0.378,138.022,0.224,0.925,0.0834
Contact,0.0907,109.402,0.262,0.503,0.0365
"Guns For Hands",0.518,129.963,0.684,0.858,0.0342
Semi-Automatic,0.362,105.017,0.78,0.716,0.0439
Houdini,0.764,110.024,0.632,0.908,0.0458
Genesis,0.233,166.04,0.611,0.677,0.034
Oblivion,0.486,155.974,0.697,0.529,0.0338
Nothing,0.076,150.037,0.465,0.765,0.0374
"Feels Like We Only Go Backwards",0.555,150.185,0.291,0.897,0.0542
"Spirit In The Sky",0.582,128.73,0.537,0.606,0.0347
"Love Song",0.464,124.996,0.56,0.794,0.0527
Island,0.586,139.224,0.535,0.893,0.076
Close,0.401,123.999,0.653,0.623,0.082
"Something About You",0.677,114.977,0.867,0.603,0.0637
"One Dance",0.371,103.989,0.791,0.619,0.0532
"Clear - Original Version",0.564,145.032,0.719,0.806,0.092
Middle,0.213,104.981,0.611,0.7,0.0436
"Desire - Gryffin Remix",0.476,122.034,0.558,0.871,0.0516
"Omen - Radio Edit",0.675,106.071,0.646,0.787,0.174
"Hotter Than Hell",0.529,110.127,0.532,0.868,0.0908
"Atrévete-Te-Te",0.883,87.991,0.829,0.878,0.101
"Move Ya Body",0.828,121.072,0.876,0.71,0.0446
"Cuando Me Enamoro",0.902,126.04,0.822,0.799,0.0278
Suavemente,0.911,124.052,0.814,0.874,0.071
"Dutty Love",0.91,90.036,0.738,0.875,0.109
"La Camisa Negra",0.973,97.007,0.751,0.731,0.0308
Ginza,0.828,101.95,0.763,0.812,0.0792
"Ay Vamos",0.904,173.911,0.716,0.71,0.111
"6 AM",0.733,175.965,0.746,0.746,0.102
"Stand by Me",0.913,128.0,0.737,0.821,0.0292
"La Tortura",0.812,100.011,0.74,0.783,0.0427
Candy,0.542,95.981,0.897,0.864,0.147
"Fanática Sensual",0.906,164.022,0.793,0.853,0.0477
"Dímelo",0.851,114.988,0.783,0.737,0.0416
Luna,0.72,97.0,0.703,0.746,0.0471
"Amor Prohibido",0.705,89.994,0.681,0.504,0.0284
Invincible,0.123,130.09,0.514,0.664,0.0327
Issues,0.42,113.804,0.706,0.427,0.0879
"Chained To The Rhythm",0.462,189.798,0.448,0.801,0.165
"Rockabye (feat. Sean Paul & Anne-Marie)",0.742,101.965,0.72,0.763,0.0523
"Tunnel Vision",0.231,171.853,0.497,0.489,0.294
"That's What I Like",0.86,134.066,0.853,0.56,0.0406
"Cold (feat. Future)",0.506,99.905,0.697,0.716,0.113
Happier,0.236,89.792,0.522,0.385,0.0288
"Good Good Father",0.191,145.047,0.43,0.606,0.0275
"Great Are You Lord",0.0611,144.01,0.472,0.351,0.0326
Lydia,0.512,127.884,0.417,0.706,0.0945
"Roll Up",0.638,92.506,0.689,0.969,0.0581
"Talk Too Much",0.482,103.966,0.598,0.888,0.0807
Desire,0.638,126.008,0.706,0.777,0.0567
"Waiting For Love",0.581,128.081,0.577,0.741,0.0501
"Genghis Khan",0.453,93.979,0.688,0.847,0.0508
"Life Itself",0.556,111.988,0.699,0.67,0.0347
"It Ain't Me (with Selena Gomez)",0.515,99.968,0.64,0.533,0.0706
"Symphony (feat. Zara Larsson)",0.457,122.863,0.707,0.629,0.0563
Warriors,0.67,160.028,0.631,0.947,0.219
Retrograde,0.182,77.906,0.324,0.256,0.042
"R U Mine?",0.607,96.98,0.492,0.776,0.0323
"Left, Right",0.217,94.974,0.776,0.731,0.35
"The Humpty Dance",0.618,103.508,0.813,0.693,0.266
"Hip Hop Hooray",0.765,99.201,0.862,0.642,0.101
O.P.P.,0.655,97.755,0.77,0.966,0.0908
"I Wanna Rock",0.624,138.052,0.801,0.765,0.203
PILLOWTALK,0.438,124.944,0.584,0.7,0.0456
"Lovers & Friends",0.498,69.987,0.585,0.49,0.255
"Simple Things",0.234,80.925,0.536,0.496,0.0429
"It Won't Stop (feat. Chris Brown)",0.211,119.992,0.657,0.574,0.0407
"The A Team",0.407,84.996,0.642,0.289,0.0367
"How to Save a Life",0.361,122.035,0.64,0.743,0.0379
Crush,0.355,130.031,0.678,0.414,0.0498
"Swimming Pools (Drank) - Extended Version",0.26,74.132,0.716,0.485,0.404
"Ayy Ladies",0.798,96.055,0.905,0.782,0.164
"5 O'Clock",0.352,83.85,0.556,0.742,0.22
"Booty Wurk (One Cheek At a Time)",0.843,79.005,0.836,0.596,0.328
Faded,0.281,95.109,0.832,0.647,0.208
Mirror,0.388,64.468,0.331,0.622,0.092
"She Will",0.0837,100.14,0.364,0.841,0.119
MegaMan,0.335,101.866,0.504,0.856,0.286
John,0.424,77.472,0.589,0.821,0.111
"I'm Goin In",0.534,169.975,0.658,0.756,0.374
"Two Shots",0.38,144.937,0.419,0.615,0.197
Otis,0.37,94.599,0.759,0.635,0.325
"Lose Yourself - Soundtrack Version",0.0591,171.388,0.701,0.728,0.255
"Gold Digger",0.625,92.88,0.646,0.696,0.342
"Ridin'",0.844,143.04,0.788,0.808,0.101
"When I'm Gone",0.765,75.922,0.515,0.74,0.363
"So Bad",0.768,81.037,0.771,0.805,0.0956
"Crack A Bottle",0.391,169.561,0.516,0.874,0.186
"Just Lose It",0.927,121.007,0.949,0.646,0.0484
Margaritaville,0.874,124.975,0.804,0.542,0.0344
"It's Five O' Clock Somewhere",0.878,125.203,0.713,0.768,0.0363
"Remember When",0.25,125.584,0.559,0.301,0.0294
"Til It's Gone",0.499,86.481,0.499,0.822,0.049
"No Woman, No Cry - Live At The Lyceum, London/1975",0.587,78.535,0.649,0.673,0.0638
"Is This Love",0.753,122.232,0.775,0.553,0.102
"One Love / People Get Ready",0.95,76.292,0.725,0.523,0.324
"Could You Be Loved",0.76,103.312,0.916,0.72,0.1
"Three Little Birds",0.615,148.404,0.814,0.482,0.0588
"Buffalo Soldier",0.749,124.122,0.932,0.462,0.284
"Over The Rainbow",0.666,85.237,0.663,0.148,0.0392
Jamming,0.73,123.583,0.934,0.467,0.307
"Better Together",0.659,110.049,0.871,0.346,0.0522
"Surfin' U.S.A.",0.965,159.231,0.55,0.854,0.036
"Good Vibrations",0.385,133.449,0.396,0.473,0.0345
"Wouldn't It Be Nice - 2000 - Remaster",0.72,124.511,0.392,0.629,0.0335
Kokomo,0.769,115.514,0.393,0.714,0.0374
"Caress Me Down",0.564,79.525,0.756,0.49,0.275
"Beach in Hawaii",0.889,101.029,0.807,0.459,0.0358
"Welcome To Jamrock",0.732,76.638,0.84,0.658,0.333
"Some Kind Of Drug",0.491,126.51,0.586,0.525,0.498
"Grindin'",0.304,109.983,0.694,0.732,0.141
"Cinderella Man",0.687,85.918,0.679,0.908,0.202
Phenomenal,0.0471,121.075,0.64,0.841,0.0466
"Kings Never Die",0.0593,112.505,0.771,0.896,0.129
"Party Monster",0.219,77.519,0.572,0.631,0.104
Immortal,0.253,91.634,0.713,0.419,0.356
"Welcome To The Jungle",0.332,123.45,0.446,0.954,0.0764
"No Role Modelz",0.458,100.0,0.696,0.521,0.332
"You Don't Know",0.754,85.487,0.77,0.858,0.125
"Me, Myself & I",0.382,111.996,0.757,0.672,0.0955
"Adventure Of A Lifetime",0.529,111.995,0.638,0.924,0.0359
"Hymn For The Weekend",0.363,89.974,0.49,0.743,0.0409
"A Sky Full of Stars",0.153,124.996,0.551,0.636,0.0281
"Don't You Worry Child (Radio Edit) [feat. John Martin]",0.438,129.042,0.612,0.84,0.0509
Fireball,0.836,122.959,0.761,0.933,0.056
"See You Again (feat. Charlie Puth) - From ""Furious 7""",0.283,80.025,0.689,0.481,0.0815
"Fix You",0.123,138.265,0.209,0.418,0.0338
"Levels - Radio Edit",0.472,126.041,0.579,0.887,0.0334
"Hey Brother",0.458,125.014,0.545,0.78,0.0436
"Play Hard (feat. Ne-Yo & Akon) - feat. Ne-Yo & Akon",0.79,130.036,0.7,0.925,0.0524
Cake,0.687,105.078,0.786,0.854,0.0523
"The Nights",0.654,125.983,0.527,0.835,0.0433
"Juju On That Beat (TZ Anthem)",0.78,160.517,0.807,0.887,0.275
"What Goes Around.../...Comes Around (Interlude)",0.401,76.007,0.69,0.718,0.135
"Damn It Feels Good to Be a Gangsta",0.655,88.902,0.785,0.793,0.163
Anaconda,0.646,129.994,0.964,0.605,0.179
Monster,0.421,179.905,0.491,0.771,0.108
Thunder,0.298,167.88,0.6,0.81,0.0479
7/11,0.56,136.024,0.747,0.705,0.126
"The Morning",0.186,120.073,0.652,0.549,0.039
"White Noise",0.902,119.978,0.665,0.844,0.0501
"Second Chance",0.431,81.963,0.625,0.703,0.331
CoCo,0.178,119.906,0.886,0.628,0.131
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",0.211,121.97,0.805,0.33,0.1
"Super Rich Kids",0.607,60.014,0.592,0.423,0.0904
"Slow Motion",0.291,94.947,0.733,0.408,0.0388
"Lil Bit",0.698,209.711,0.539,0.634,0.704
"Classic Man",0.585,94.072,0.79,0.585,0.0348
"Find Your Love",0.822,96.081,0.623,0.598,0.167
"Flowers In Your Hair",0.583,127.451,0.675,0.608,0.0321
